BioProject	SRA_Study	Run	Experiment	BioSample	SRA_Sample	Assay_Type	Platform	Instrument	LibraryLayout	Library_Name	Sample_Name	Organism	isolate
PRJNA649101	SRP273877	SRR12336834	SRX8836698	SAMN15659004	SRS7100044	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	11_Ct21_AO	11_Ct21_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336833	SRX8836699	SAMN15659005	SRS7100045	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	12_Ct21.3_AO	12_Ct21.3_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336832	SRX8836700	SAMN15659006	SRS7100046	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	13_Ct21.6_AO	13_Ct21.6_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336831	SRX8836701	SAMN15659007	SRS7100047	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	14_Ct22.9_AO	14_Ct22.9_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336830	SRX8836702	SAMN15659008	SRS7100048	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	15_Ct24.3_AO	15_Ct24.3_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336829	SRX8836703	SAMN15659009	SRS7100049	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	16_Ct24.6_AO	16_Ct24.6_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336828	SRX8836704	SAMN15659010	SRS7100050	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	17_Ct25_AO	17_Ct25_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336827	SRX8836705	SAMN15659011	SRS7100051	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	18_Ct25.7_AO	18_Ct25.7_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336826	SRX8836706	SAMN15659012	SRS7100052	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	19_Ct27.4_AO	19_Ct27.4_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336825	SRX8836707	SAMN15659013	SRS7100053	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	20_Ct28.1_AO	20_Ct28.1_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336824	SRX8836708	SAMN15658996	SRS7100054	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	3_Ct16.4_AO	3_Ct16.4_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336823	SRX8836709	SAMN15659014	SRS7100055	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	21_Ct29.9_AO	21_Ct29.9_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336822	SRX8836710	SAMN15659015	SRS7100056	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	22_Ct32.4_AO	22_Ct32.4_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336821	SRX8836711	SAMN15659016	SRS7100057	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	23_Ct33_AO	23_Ct33_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336820	SRX8836712	SAMN15659017	SRS7100058	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	24_Ct33.9_AO	24_Ct33.9_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336819	SRX8836713	SAMN15659018	SRS7100059	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	1_Ct10.7_CI	1_Ct10.7_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336818	SRX8836714	SAMN15659019	SRS7100060	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	2_Ct14.5_CI	2_Ct14.5_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336817	SRX8836715	SAMN15659020	SRS7100061	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	3_Ct16.4_CI	3_Ct16.4_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336816	SRX8836716	SAMN15659021	SRS7100062	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	4_Ct16.6_CI	4_Ct16.6_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336815	SRX8836717	SAMN15659022	SRS7100063	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	5_Ct16.7_CI	5_Ct16.7_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336812	SRX8836720	SAMN15659024	SRS7100064	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	7_Ct17.6_CI	7_Ct17.6_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336814	SRX8836718	SAMN15659023	SRS7100065	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	6_Ct17_CI	6_Ct17_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336813	SRX8836719	SAMN15658997	SRS7100066	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	4_Ct16.6_AO	4_Ct16.6_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336808	SRX8836724	SAMN15659028	SRS7100067	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	11_Ct21_CI	11_Ct21_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336811	SRX8836721	SAMN15659025	SRS7100068	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	8_Ct17.7_CI	8_Ct17.7_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336810	SRX8836722	SAMN15659026	SRS7100069	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	9_Ct20_CI	9_Ct20_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336809	SRX8836723	SAMN15659027	SRS7100070	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	10_Ct20.4_CI	10_Ct20.4_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336804	SRX8836728	SAMN15659032	SRS7100071	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	15_Ct24.3_CI	15_Ct24.3_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336805	SRX8836727	SAMN15659031	SRS7100072	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	14_Ct22.9_CI	14_Ct22.9_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336806	SRX8836726	SAMN15659030	SRS7100073	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	13_Ct21.6_CI	13_Ct21.6_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336807	SRX8836725	SAMN15659029	SRS7100074	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	12_Ct21.3_CI	12_Ct21.3_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336803	SRX8836729	SAMN15659033	SRS7100075	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	16_Ct24.6_CI	16_Ct24.6_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336802	SRX8836730	SAMN15658998	SRS7100076	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	5_Ct16.7_AO	5_Ct16.7_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336800	SRX8836732	SAMN15659035	SRS7100077	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	18_Ct25.7_CI	18_Ct25.7_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336801	SRX8836731	SAMN15659034	SRS7100078	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	17_Ct25_CI	17_Ct25_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336799	SRX8836733	SAMN15659036	SRS7100079	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	19_Ct27.4_CI	19_Ct27.4_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336798	SRX8836734	SAMN15659037	SRS7100080	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	20_Ct28.1_CI	20_Ct28.1_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336797	SRX8836735	SAMN15659038	SRS7100081	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	21_Ct29.9_CI	21_Ct29.9_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336796	SRX8836736	SAMN15659039	SRS7100082	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	22_Ct32.4_CI	22_Ct32.4_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336795	SRX8836737	SAMN15659040	SRS7100083	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	23_Ct33_CI	23_Ct33_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336794	SRX8836738	SAMN15659041	SRS7100084	Targeted-Capture	ILLUMINA	NextSeq 500	PAIRED	24_Ct33.9_CI	24_Ct33.9_CI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336793	SRX8836739	SAMN15659042	SRS7100085	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	1_Ct10.7_AI	1_Ct10.7_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336792	SRX8836740	SAMN15659043	SRS7100086	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	2_Ct14.5_AI	2_Ct14.5_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336791	SRX8836741	SAMN15658999	SRS7100087	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	6_Ct17_AO	6_Ct17_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336789	SRX8836743	SAMN15659045	SRS7100088	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	4_Ct16.6_AI	4_Ct16.6_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336790	SRX8836742	SAMN15659044	SRS7100089	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	3_Ct16.4_AI	3_Ct16.4_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336787	SRX8836745	SAMN15659047	SRS7100090	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	6_Ct17_AI	6_Ct17_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336788	SRX8836744	SAMN15659046	SRS7100091	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	5_Ct16.7_AI	5_Ct16.7_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336786	SRX8836746	SAMN15659048	SRS7100092	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	7_Ct17.6_AI	7_Ct17.6_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336785	SRX8836747	SAMN15659049	SRS7100093	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	8_Ct17.7_AI	8_Ct17.7_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336784	SRX8836748	SAMN15659050	SRS7100094	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	9_Ct20_AI	9_Ct20_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336783	SRX8836749	SAMN15659051	SRS7100095	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	10_Ct20.4_AI	10_Ct20.4_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336782	SRX8836750	SAMN15659052	SRS7100096	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	11_Ct21_AI	11_Ct21_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336781	SRX8836751	SAMN15659053	SRS7100097	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	12_Ct21.3_AI	12_Ct21.3_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336780	SRX8836752	SAMN15659000	SRS7100098	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	7_Ct17.6_AO	7_Ct17.6_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336779	SRX8836753	SAMN15659054	SRS7100099	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	13_Ct21.6_AI	13_Ct21.6_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336777	SRX8836755	SAMN15659056	SRS7100100	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	15_Ct24.3_AI	15_Ct24.3_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336778	SRX8836754	SAMN15659055	SRS7100101	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	14_Ct22.9_AI	14_Ct22.9_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336776	SRX8836756	SAMN15659057	SRS7100102	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	16_Ct24.6_AI	16_Ct24.6_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336775	SRX8836757	SAMN15659058	SRS7100103	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	17_Ct25_AI	17_Ct25_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336774	SRX8836758	SAMN15659059	SRS7100104	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	18_Ct25.7_AI	18_Ct25.7_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336773	SRX8836759	SAMN15659060	SRS7100105	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	19_Ct27.4_AI	19_Ct27.4_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336772	SRX8836760	SAMN15659061	SRS7100106	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	20_Ct28.1_AI	20_Ct28.1_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336771	SRX8836761	SAMN15659062	SRS7100107	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	21_Ct29.9_AI	21_Ct29.9_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336770	SRX8836762	SAMN15659063	SRS7100108	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	22_Ct32.4_AI	22_Ct32.4_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336768	SRX8836764	SAMN15659064	SRS7100109	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	23_Ct33_AI	23_Ct33_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336769	SRX8836763	SAMN15659001	SRS7100110	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	8_Ct17.7_AO	8_Ct17.7_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336767	SRX8836765	SAMN15659065	SRS7100111	AMPLICON	ILLUMINA	NextSeq 500	PAIRED	24_Ct33.9_AI	24_Ct33.9_AI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336766	SRX8836766	SAMN15659066	SRS7100112	WGS	ILLUMINA	NextSeq 500	PAIRED	1_Ct10.7_MI	1_Ct10.7_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336765	SRX8836767	SAMN15659067	SRS7100113	WGS	ILLUMINA	NextSeq 500	PAIRED	2_Ct14.5_MI	2_Ct14.5_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336764	SRX8836768	SAMN15659068	SRS7100114	WGS	ILLUMINA	NextSeq 500	PAIRED	3_Ct16.4_MI	3_Ct16.4_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336763	SRX8836769	SAMN15659069	SRS7100115	WGS	ILLUMINA	NextSeq 500	PAIRED	4_Ct16.6_MI	4_Ct16.6_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336762	SRX8836770	SAMN15659070	SRS7100116	WGS	ILLUMINA	NextSeq 500	PAIRED	5_Ct16.7_MI	5_Ct16.7_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336761	SRX8836771	SAMN15659071	SRS7100117	WGS	ILLUMINA	NextSeq 500	PAIRED	6_Ct17_MI	6_Ct17_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336760	SRX8836772	SAMN15659072	SRS7100118	WGS	ILLUMINA	NextSeq 500	PAIRED	7_Ct17.6_MI	7_Ct17.6_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336759	SRX8836773	SAMN15659073	SRS7100119	WGS	ILLUMINA	NextSeq 500	PAIRED	8_Ct17.7_MI	8_Ct17.7_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336758	SRX8836774	SAMN15659002	SRS7100120	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	9_Ct20_AO	9_Ct20_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336757	SRX8836775	SAMN15659074	SRS7100121	WGS	ILLUMINA	NextSeq 500	PAIRED	9_Ct20_MI	9_Ct20_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336755	SRX8836777	SAMN15659076	SRS7100122	WGS	ILLUMINA	NextSeq 500	PAIRED	11_Ct21_MI	11_Ct21_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336756	SRX8836776	SAMN15659075	SRS7100123	WGS	ILLUMINA	NextSeq 500	PAIRED	10_Ct20.4_MI	10_Ct20.4_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336754	SRX8836778	SAMN15659077	SRS7100124	WGS	ILLUMINA	NextSeq 500	PAIRED	12_Ct21.3_MI	12_Ct21.3_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336753	SRX8836779	SAMN15659078	SRS7100125	WGS	ILLUMINA	NextSeq 500	PAIRED	13_Ct21.6_MI	13_Ct21.6_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336752	SRX8836780	SAMN15659079	SRS7100126	WGS	ILLUMINA	NextSeq 500	PAIRED	14_Ct22.9_MI	14_Ct22.9_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336751	SRX8836781	SAMN15659080	SRS7100127	WGS	ILLUMINA	NextSeq 500	PAIRED	15_Ct24.3_MI	15_Ct24.3_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336750	SRX8836782	SAMN15659081	SRS7100128	WGS	ILLUMINA	NextSeq 500	PAIRED	16_Ct24.6_MI	16_Ct24.6_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336749	SRX8836783	SAMN15659082	SRS7100129	WGS	ILLUMINA	NextSeq 500	PAIRED	17_Ct25_MI	17_Ct25_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336747	SRX8836785	SAMN15659003	SRS7100130	AMPLICON	OXFORD_NANOPORE	MinION	SINGLE	10_Ct20.4_AO	10_Ct20.4_AO	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336748	SRX8836784	SAMN15659083	SRS7100131	WGS	ILLUMINA	NextSeq 500	PAIRED	18_Ct25.7_MI	18_Ct25.7_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336746	SRX8836786	SAMN15659084	SRS7100132	WGS	ILLUMINA	NextSeq 500	PAIRED	19_Ct27.4_MI	19_Ct27.4_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336745	SRX8836787	SAMN15659085	SRS7100133	WGS	ILLUMINA	NextSeq 500	PAIRED	20_Ct28.1_MI	20_Ct28.1_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336743	SRX8836789	SAMN15659087	SRS7100134	WGS	ILLUMINA	NextSeq 500	PAIRED	22_Ct32.4_MI	22_Ct32.4_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336744	SRX8836788	SAMN15659086	SRS7100135	WGS	ILLUMINA	NextSeq 500	PAIRED	21_Ct29.9_MI	21_Ct29.9_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336742	SRX8836790	SAMN15659088	SRS7100136	WGS	ILLUMINA	NextSeq 500	PAIRED	23_Ct33_MI	23_Ct33_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA649101	SRP273877	SRR12336741	SRX8836791	SAMN15659089	SRS7100137	WGS	ILLUMINA	NextSeq 500	PAIRED	24_Ct33.9_MI	24_Ct33.9_MI	Severe acute respiratory syndrome coronavirus 2	not applicable
PRJNA650037	SRP277377	SRR12447360	SRX8942010	SAMN15691561	SRS7197852	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00039_Nanopore	hCoV-19/USA/MD-HP00039/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00039/2020
PRJNA650037	SRP277377	SRR12447361	SRX8942009	SAMN15691560	SRS7197851	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00038_Nanopore	hCoV-19/USA/MD-HP00038/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00038/2020
PRJNA650037	SRP277377	SRR12447362	SRX8942008	SAMN15691559	SRS7197849	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00037_Nanopore	hCoV-19/USA/MD-HP00037/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00037/2020
PRJNA650037	SRP277377	SRR12447363	SRX8942007	SAMN15691558	SRS7197848	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00036_Nanopore	hCoV-19/USA/MD-HP00036/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00036/2020
PRJNA650037	SRP277377	SRR12447364	SRX8942006	SAMN15691548	SRS7197858	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00022_Illumina	hCoV-19/USA/DC-HP00022/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00022/2020
PRJNA650037	SRP277377	SRR12447365	SRX8942005	SAMN15691557	SRS7197847	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00035_Nanopore	hCoV-19/USA/DC-HP00035/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00035/2020
PRJNA650037	SRP277377	SRR12447366	SRX8942004	SAMN15691553	SRS7197846	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00033_Nanopore	hCoV-19/USA/MD-HP00033/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00033/2020
PRJNA650037	SRP277377	SRR12447367	SRX8942003	SAMN15691552	SRS7197840	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00032_Nanopore	hCoV-19/USA/MD-HP00032/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00032/2020
PRJNA650037	SRP277377	SRR12447368	SRX8942002	SAMN15691621	SRS7197829	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00031_Nanopore	hCoV-19/USA/MD-HP00031/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00031/2020
PRJNA650037	SRP277377	SRR12447369	SRX8942001	SAMN15691551	SRS7197818	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00030_Nanopore	hCoV-19/USA/MD-HP00030/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00030/2020
PRJNA650037	SRP277377	SRR12447370	SRX8942000	SAMN15691550	SRS7197807	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00029_Nanopore	hCoV-19/USA/MD-HP00029/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00029/2020
PRJNA650037	SRP277377	SRR12447371	SRX8941999	SAMN15691565	SRS7197796	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00028_Nanopore	hCoV-19/USA/MD-HP00028/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00028/2020
PRJNA650037	SRP277377	SRR12447372	SRX8941998	SAMN15691556	SRS7197785	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00026_Nanopore	hCoV-19/USA/DC-HP00026/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00026/2020
PRJNA650037	SRP277377	SRR12447373	SRX8941997	SAMN15691555	SRS7197772	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00025_Nanopore	hCoV-19/USA/MD-HP00025/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00025/2020
PRJNA650037	SRP277377	SRR12447374	SRX8941996	SAMN15691554	SRS7197761	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00024_Nanopore	hCoV-19/USA/MD-HP00024/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00024/2020
PRJNA650037	SRP277377	SRR12447375	SRX8941995	SAMN15691547	SRS7197857	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00020_Illumina	hCoV-19/USA/MD-HP00020/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00020/2020
